Pulsometer RR [Aimar Mun 2015] heart rate raw data exported
Get Pulsometer RR --> https://play.google.com/store/apps/details?id=com.beetlesoft.pulsometer
CSV version format: 1.4
DB version: 1

Title:	
Comments:	
Date:	6/30/20 10:54 PM
Duration:	06:36:25'35
Activities:	Other
Max HR:	122
Average HR:	83
Calories:	1648
Time format pattern: "yyyy-MM-dd HH:mm:ss.SSS"

Timespan:	Time formatted:	Elapsed time	Heart rate:	Detection:
1593572265802	2020-06-30 22:57:45.802	00:04:41	114	OK
1593572266309	2020-06-30 22:57:46.309	00:04:42	114	OK
1593572266795	2020-06-30 22:57:46.795	00:04:43	113	OK
1593572267319	2020-06-30 22:57:47.319	00:04:43	112	OK
1593572268027	2020-06-30 22:57:48.027	00:04:44	111	OK
1593572268519	2020-06-30 22:57:48.519	00:04:45	109	OK
1593572269260	2020-06-30 22:57:49.260	00:04:46	108	OK
1593572269751	2020-06-30 22:57:49.751	00:04:47	107	OK
1593572270246	2020-06-30 22:57:50.246	00:04:48	106	OK
1593572270983	2020-06-30 22:57:50.983	00:04:49	105	OK
1593572271474	2020-06-30 22:57:51.474	00:04:50	105	OK
1593572272214	2020-06-30 22:57:52.214	00:04:50	103	OK
1593572272709	2020-06-30 22:57:52.709	00:04:51	103	OK
1593572273446	2020-06-30 22:57:53.446	00:04:52	102	OK
1593572273937	2020-06-30 22:57:53.937	00:04:53	102	OK
1593572274676	2020-06-30 22:57:54.676	00:04:54	101	OK
1593572275170	2020-06-30 22:57:55.170	00:04:55	100	OK
1593572275907	2020-06-30 22:57:55.907	00:04:55	100	OK
1593572276399	2020-06-30 22:57:56.399	00:04:56	99	OK
1593572277138	2020-06-30 22:57:57.138	00:04:57	98	OK
1593572277877	2020-06-30 22:57:57.877	00:04:58	98	OK
1593572278369	2020-06-30 22:57:58.369	00:04:59	98	OK
1593572279102	2020-06-30 22:57:59.102	00:05:00	98	OK
1593572279600	2020-06-30 22:57:59.600	00:05:01	98	OK
1593572280085	2020-06-30 22:58:00.085	00:05:02	99	OK
1593572280821	2020-06-30 22:58:00.821	00:05:02	99	OK
1593572281315	2020-06-30 22:58:01.315	00:05:03	99	OK
1593572282053	2020-06-30 22:58:02.053	00:05:04	98	OK
1593572282548	2020-06-30 22:58:02.548	00:05:05	99	OK
1593572283287	2020-06-30 22:58:03.287	00:05:06	99	OK
1593572283784	2020-06-30 22:58:03.784	00:05:07	99	OK
1593572284271	2020-06-30 22:58:04.271	00:05:07	99	OK
1593572285011	2020-06-30 22:58:05.011	00:05:08	99	OK
1593572285509	2020-06-30 22:58:05.509	00:05:09	100	OK
1593572285997	2020-06-30 22:58:05.997	00:05:10	100	OK
1593572286735	2020-06-30 22:58:06.735	00:05:11	100	OK
1593572287237	2020-06-30 22:58:07.237	00:05:12	100	OK
1593572287974	2020-06-30 22:58:07.974	00:05:12	101	OK
1593572288467	2020-06-30 22:58:08.467	00:05:13	101	OK
1593572288961	2020-06-30 22:58:08.961	00:05:14	102	OK
1593572289698	2020-06-30 22:58:09.698	00:05:15	102	OK
1593572290191	2020-06-30 22:58:10.191	00:05:15	103	OK
1593572290684	2020-06-30 22:58:10.684	00:05:16	104	OK
1593572291177	2020-06-30 22:58:11.177	00:05:17	105	OK
1593572291669	2020-06-30 22:58:11.669	00:05:18	106	OK
